Client,Numero,Matricule,Montant,Presence
SAGAM SECURITE,112009,AA315ML,24000,non
SAGAM SECURITE,116018,AB780CZ,7500,non
SAGAM SECURITE,116019,AB781CZ,37500,non
SAGAM SECURITE,118723,AA260NS,20500,non
SAGAM SECURITE,118728,AA416YB,3000,non
SAGAM SECURITE,118729,AA550CS,4000,non
SENAC SA,109985,DK72150BD,14000,non
SENAC AUCHAN,109947,AB927AC,,non
SENAC AUCHAN,112712,AA184HM,,non
SENAC AUCHAN,112713,AA370LZ,,non
SENAC AUCHAN,113559,DK4490BK0,,non
SENECARTOURS,116454,AB754BT,3000,non
SENECARTOURS,116453,AB760BT,,non
SENECARTOURS,116452,AB757BT,,non
SENECARTOURS,116451,AB751BT,6000,non
SENECARTOURS,116223,AA418DN,,non
SENELEC,13192,DK3135BM,,non
SENELEC,25463,DK6909BC,,non
SENELEC,109971,AA133BT,7000,non
SDT,116348,AA951SH,8000,non
SLT,106009,AA577CC,3000,non
SLT,112711,AA690CC,21000,non
SLT,112737,AA673CC,6500,non
SLT,112738,AA636CC,15500,non
SLT,112739,AA582CC,11000,non
SLT,112740,AA578CC,12000,non
SLT,112741,AA507CC,7000,non
SLT,112742,AA721CC,,non
SLT,112743,AA466CC,7000,non
SLT,112744,AA442CC,5000,non
SLT,112745,AA446CC,21000,non
SLT,112746,AA434CC,10500,non
SLT,112747,AA616CC,6000,non
SLT,112750,AA692CC,3000,non
TOSTAN,118760,AA323QD0,8000,non
TOSTAN,118793,3592TTC1,,non
TOTAL,109967,AA519ZF,,non
TOTAL,109986,AA544QN,1000,non
TRANSGAYE,109981,TH8124G,,non
TRANSGAYE,109982,AA852AY,,non
TRANSGAYE,109983,TH6837K0,4500,non
TRANSGAYE,109984,TH2267F,,non
TRANSGAYE,118724,TH3264L,,non
TRANSGAYE,118725,AA936BG,,non
TRANSGAYE,118726,TH7970E,,non
TRANSGAYE,118727,TH6682F,,non
TRANSGAYE,118807,TH9848G,,non
TAD,118367,AA761BD,42000,non
TAD,118809,TH4730E,,non
TAD,118810,AA348HP,20000,non
TAD,118811,AA 977 FV,,non
TAD,118812,AA236VJ,5000,non
TAD,118815,AA647ML,,non
TRANSPORT SUNU KEUR SA,118739,AA200VW,18000,non
NMK TRANSPORT,92137,AA157LJ,,non
